<oov> 1.0	oov
منیرہ 1.0	M U N II R AA
بلدیاتی 1.0	B A L DD I J AA TD II
بنانی 1.0	B A N AA N II
ہنگامہ 1.0	H A NG G AA M AA
فلمی 1.0	F I L M II
ہنگامی 1.0	H A NG G AA M II
تحریم 1.0	TD A H R II M
گانے 1.0	G AA N AY
کالونی 1.0	K AA L UU N II
ذکاء 1.0	Z A K AA
تحریر 1.0	TD A H R II R
فصلوں 1.0	F A S L OON
خرید 1.0	X A R II DD
کِئے 1.0	K I AY
کھِلا 1.0	KH I L AA
جاتا 1.0	DZ AA TD AA
حالم 1.0	H AA L M
رسول 1.0	R A S UU L
لیکن 1.0	L AY K I N
جاتی 1.0	DZ AA TD II
ادارے 1.0	I DD AA R AY
اجازت 1.0	I DZ AA Z A TD
خاتون 1.0	X AA TD UU N
صنوبر 1.0	S A N UU B A R
کمیٹی 1.0	K A M II T II
ڈسٹرکٹ 1.0	D I S T A R I K T
ادارہ 1.0	I DD AA R AA
جاتے 1.0	DZ AA TD AY
لاہور 1.0	L AA H UU R
عزراء 1.0	U Z R AA
ڈھڈیال 1.0	DH A D J AA L
افضال 1.0	I F Z AA L
گانا 1.0	G AA N AA
مہذب 1.0	M U H A Z Z A B
تحریک 1.0	TD A H R II K
سینکڑوں 1.0	S AEN K RR OON
برسات 1.0	B A R S AA TD
تھرپارکر 1.0	TDH A R A P AA R K A R
مرشد 1.0	M U R SH I DD
حملہ 1.0	H A M L AA
مشرق 1.0	M A SH R I Q
باسم 1.0	B AA S A M
کبیرہ 1.0	K A B II R AA
دوسرا 1.0	DD UU S R AA
نیو 1.0	N II OO
انظر 1.0	A N Z A R
نیم 1.0	N II M
پاسپورٹ 1.0	P AA S P OO R T
نیٹ 1.0	N AE T
رزق 1.0	R A Z A Q
بالا 1.0	B AA L AA
پھنس 1.0	PH A N S
آلات 1.0	AA L AA TD
غالب 1.0	GG AA L I B
آگا 1.0	AA G AA
و 1.0	V
اقتدار 1.0	I Q TD I DD AA R
ہجوم 1.0	H U DZ UU M
مملکت 1.0	M U M L A K A TD
لعنت 1.0	L A N A TD
بازاری 1.0	B AA Z AA R II
انتہا 1.0	I N TD I H AA
متاثر 1.0	M U TD A A S S I R
اکمال 1.0	I K M AA L
امینہ 1.0	A M II N AA
نیت 1.0	N II J A TD
باسط 1.0	B AA S I TD
خود 1.0	X U DD
نیا 1.0	N II J AA
رشیدہ 1.0	R A SH II DD AA
زینا 1.0	Z II N AA
داروں 1.0	DD AA R OON
دوائی 1.0	DD A V AA II
سیکریٹیریٹ 1.0	S AE K R II T II R II T
قائمہ 1.0	Q AA I M AA
بنیادی 1.0	B A N J AA DD II
بخت 1.0	B A X TD
بخش 1.0	B A X SH
باوجود 1.0	B AA V U DZ UU DD
جانور 1.0	DZ AA N V A R
پرتوجہ 1.0	P A R TD O DZ AA
آگے 1.0	AA G AY
شاہراہ 1.0	SH AA H I R AA
آوروں 1.0	AA V A R OON
حفاظت 1.0	H I F AA Z A TD
اٹھائی 1.0	U TH AA II
غلیظ 1.0	GG A L II Z
امپیریل 1.0	I M P II R I J A L
برتری 1.0	B A R TD A R II
نیک 1.0	N AY K
تہذیبی 1.0	TD AEH H Z II B II
شیرافگن 1.0	SH II R AA F G I N
رانی 1.0	R AA N II
توحید 1.0	TD O H II DD
میرا 1.0	M II R AA
راضیہ 1.0	R AA Z I J AA
وزیرِکھیل 1.0	V A Z II R AY KH AY L
گناہ 1.0	G U N AA
مسائل 1.0	M A S AA I L
محمودہ 1.0	M A H M UU DD AA
وارانہ 1.0	V AA R AA N AA
سابق 1.0	S AA B I Q
تحسین 1.0	TD A H S II N
لاتعداد 1.0	L AA TD AY A DD AA DD
چھانگا 1.0	TSH AA NG G AA
تحسینہ 1.0	TD A H S II N AA
مسجد 1.0	M A S DZ A DD
فرماں 1.0	F A R M AAN
انکشاف 1.0	I N K I SH AA F
میرن 1.0	M II R A N
جلد 1.0	DZ A L DD
نشہ 1.0	N A SH SH AA
ترویج 1.0	TD A R V II DZ
سہرا 1.0	S AYH H R AA
کھول 1.0	KH OO L
فرمان 1.0	F A R M AA N
شاہنواز 1.0	SH AA H N A V AA Z
برنی 1.0	B A R N II
دیکھتے 1.0	DD AY KH TD AY
برکت 1.0	B A R K A TD
رحم 1.0	R A H M
ڈراموں 1.0	D A R AA M OON
کوٹھا 1.0	K OO TH AA
گھنٹی 1.0	GH A N T II
میری 1.0	M II R II
ثروت 1.0	S U R A V A TD
گھنٹہ 1.0	GH A N T AA
ذہنوں 1.0	Z I H N OON
لڑائیوں 1.0	L A RR AA II OON
میرے 1.0	M AE R AY
رکھنا 1.0	R A KH N AA
ڈاکٹروں 1.0	D AA K T A R OON
حسنی 1.0	H A S N II
اداسی 1.0	U DD AA S II
امین 1.0	A M II N
حصول 1.0	H U S UU L
لاگت 1.0	L AA G A TD
ستھرا 1.0	S U TDH R AA
میلوں 1.0	M II L OON
پرکشش 1.0	P U R K A SH I SH
تحقیقاتی 1.0	TD A H Q II Q AA TD II
نظام 1.0	N I Z Z AA M
فلائی 1.0	F A L AA II
مخاطب 1.0	M U X AA TD I B
امیر 1.0	A M II R
اٹھتے 1.0	U TH TD AY
بہاولپور 1.0	B A H AA V A L P UU R
موٹر 1.0	M OO T A R
التماس 1.0	I L TD I M AA S
محفل 1.0	M U H A F F I L
امید 1.0	A M II DD
ٹیلنٹ 1.0	T AE L A N T
مقتول 1.0	M A Q TD UU L
چھوٹ 1.0	TSH UU T
حسنِ 1.0	H U S N AY
تھانہ 1.0	TDH AA N AA
سمجھا 1.0	S A M DZH AA
حلقہ 1.0	H A L Q AA
فروخت 1.0	F A R OO X TD
عنبر 1.0	A M B A R
ناجیہ 1.0	N AA DZ I J AA
لفظوں 1.0	L A F Z OON
دارلخلافہ 1.0	DD AA R U L X I L AA F AA
کاریوں 1.0	K AA R II OON
معصومہ 1.0	M A S UU M AA
حصوں 1.0	H I S S OON
رکھنی 1.0	R A KH N II
مغربی 1.0	M A GG R A B II
رکھنے 1.0	R A KH N AY
جابر 1.0	DZ AA B I R
سیٹ 1.0	S II T
مچھلی 1.0	M I TSH L II
کپڑے 1.0	K A P RR AY
نانگا 1.0	N AA NG G AA
فطری 1.0	F I TD R II
وحید 1.0	V A H II DD
صدارت 1.0	S A DD AA R A TD
فتح 1.0	F A TD H
نو 1.0	N OO
ترجمان 1.0	TD A R DZ U M AA N
آہ 1.0	AA H
خوفناک 1.0	X O F N AA K
ریاست 1.0	R II AA S A TD
سیف 1.0	S II F
حکمتِ 1.0	H U K M A TD AY
ہرجانے 1.0	H A R DZ AA N AY
آگ 1.0	AA G
سیر 1.0	S II R
لسبیلہ 1.0	L A S B II L AA
سید 1.0	S II DD
سیب 1.0	S AY B
فائبر 1.0	F AA I B A R
جلیلہ 1.0	DZ A L II L AA
سٹاپ 1.0	S A T AA P
نمایاں 1.0	N U M AA J AAN
جاے 1.0	DZ AA AY
جادوگر 1.0	DZ AA DD UU G A R
چہل 1.0	TS AEH H L
سیاحت 1.0	S I J AA H A TD
نے 1.0	N AY
بچّہ 1.0	B A TS TS AA
جاؤ 1.0	DZ AA OO
نہ 1.0	N AA
ظلِ 1.0	Z I L AY
آپ 1.0	AA P
نی 1.0	N II
اتفاق 1.0	I TD TD I F AA Q
آم 1.0	AA M
آف 1.0	AA F
تکمین 1.0	TD A K M II N
ہاکی 1.0	H AA K II
ڈاکیا 1.0	D AA K J AA
سٹاک 1.0	S A T AA K
باہمی 1.0	B AA H M II
آؤ 1.0	AA OO
آج 1.0	AA DZ
آب 1.0	AA B
آس 1.0	AA S
سعدیہ 1.0	S A DD AY J AA
فطرت 1.0	F I TD R A TD
جان 1.0	DZ AA N
روشن 1.0	R OO SH A N
جال 1.0	DZ AA L
توجہ 1.0	TD O DZ AA
کردا 1.0	K U R DD AA
آتش 1.0	AA TD I SH
فیروزہ 1.0	F AY R OO Z AA
کپڑا 1.0	K A P RR AA
اشیاء 1.0	AA SH J AA
ڈاکٹر 1.0	D AA K T A R
بوریوالہ 1.0	B O R II V AA L AA
شرم 1.0	SH A R A M
شیبا 1.0	SH II B AA
فاطینہ 1.0	F AA TD II N AA
اندوز 1.0	I N DD OO Z
طبقوں 1.0	TD A B Q OON
ارباب 1.0	A R B AA B
تقاضا 1.0	TD A Q AA Z U N
ہب 1.0	H A B
ہر 1.0	H A R
حجام 1.0	H U DZ DZ AA M
داریوں 1.0	DD AA R II OON
ہم 1.0	H A M
بتانے 1.0	B A TD AA N AY
ہو 1.0	H OO
ساتھ 1.0	S AA TDH
سبکدوش 1.0	S U B A K DD OO SH
شیطان 1.0	SH AE TD AA N
پلاٹوں 1.0	P A L AA T OON
بچا 1.0	B A TS AA
فیصلہ 1.0	F AE S L AA
ہمس 1.0	H A M S
آجکل 1.0	AA DZ I K A L
شرح 1.0	SH A R H
فیصلے 1.0	F AE S L AY
ہما 1.0	H U M AA
ہمت 1.0	H A M M A TD
انواع 1.0	A N V AA
تہلکہ 1.0	TD AEH H A L K AA
کنیز 1.0	K A N II Z
انوار 1.0	A N V AA R
دلہن 1.0	DD U L H A N
پابندی 1.0	P AA B A N DD II
حکمران 1.0	H U K M R AA N
بچے 1.0	B A TS AY
سلسلے 1.0	S I L S I L AY
گوئی 1.0	G OO II
بچی 1.0	B A TS II
بچہ 1.0	B A TS TS AA
سلسلہ 1.0	S A L S I L AA
فسیح 1.0	F A S II
خریداری 1.0	X A R II DD AA R II
بردار 1.0	B A R DD AA R
کمرے 1.0	K A M R AY
ہی 1.0	H II
ہے 1.0	H AE
بھارت 1.0	BH AA R A TD
فیضان 1.0	F AE Z AA N
کاروباری 1.0	K AA R OO B AA R II
ڈسپنسریوں 1.0	D I S P A N S A R II OON
تنازعہ 1.0	TD A N AA Z A AA
مردے 1.0	M U R DD AY
تقاضے 1.0	TD A Q AA Z AY
لاڑکانہ 1.0	L AA RR K AA N AA
صوبہ 1.0	S UU B AA
زارا 1.0	Z AA R AA
زرقا 1.0	Z A R Q A N
طلب 1.0	TD A L A B
بھول 1.0	BH UU L
صوبے 1.0	S UU B AY
اشرف 1.0	A SH R A F
بھی 1.0	BH II
قرضے 1.0	Q A R Z AY
صفوان 1.0	S A F V AA N
قرضہ 1.0	Q A R Z AA
آفروزہ 1.0	AA F R OO Z AA
ردو 1.0	R A DD DD UU
یا 1.0	J AA
آرائی 1.0	AA R AA II
نعرہ 1.0	N AA R AA
لواحقین 1.0	L A V AA H I Q II N
زوروں 1.0	Z O R OON
حال 1.0	H AA L
پان 1.0	P AA N
شائد 1.0	SH AA I DD
اکیلے 1.0	A K AY L AY
شائع 1.0	SH AA AY
قمیض 1.0	Q A M II Z
اور 1.0	O R
گاڑی 1.0	G AA RR II
اکیلا 1.0	A K AY L AA
نفری 1.0	N A F R II
کھالیں 1.0	KH AA L AYN
بیگم 1.0	B AE G A M
جایان 1.0	DZ AA J AA N
نبٹا 1.0	N I B T AA
یہ 1.0	J AY
ر 1.0	R A R
ردی 1.0	R A DD DD II
طیبہ 1.0	TD A J J A B AA
مسکرا 1.0	M U S K U R AA
سلیمہ 1.0	S A L II M AA
یں 1.0	AEN
بھر 1.0	BH A R
بھوک 1.0	BH UU K
اورنگزیب 1.0	OO R A NG Z AY B A B
رانجھا 1.0	R AA N DZH AA
سلوا 1.0	S I L V AA
گرام 1.0	G A R AA M
ملبوسات 1.0	M A L B UU S AA TD
حتمی 1.0	H U TD M II
سسکیاں 1.0	S I S K I J AAN
کھلی 1.0	KH A L II
مضافات 1.0	M U Z AA F AA TD
کھلے 1.0	KH I L AY
چوہیا 1.0	TS O H II AA
ترجیح 1.0	TD A R DZ II H
تالا 1.0	TD AA L AA
اتحاد 1.0	I TD TD I H AA DD
رحیم 1.0	R A H II M
بیماری 1.0	B II M AA R II
سنیعہ 1.0	S U N II AA
دانیال 1.0	DD AA N I J AA L
عورت 1.0	O R A TD
غل 1.0	GG U L
غم 1.0	GG A M
اداکارائیں 1.0	A DD AA K AA R AA AYN
عطاء 1.0	A TD AA
گرمیوں 1.0	G A R M II OON
نکات 1.0	N A K AA TD
نظر 1.0	N A Z A R
معدوم 1.0	M A DD UU M
جمشید 1.0	DZ A M SH II DD
شمیم 1.0	SH A M II M
شمیل 1.0	SH A M II L
حفاظتی 1.0	H I F AA Z A TD II
انارکلی 1.0	A N AA R K A L II
عیادت 1.0	II J AA DD A TD
ساجد 1.0	S AA DZ I DD
صندوق 1.0	S A N DD UU Q
فصیحہ 1.0	F A S II H AA
تالے 1.0	TD AA L AY
کھلا 1.0	KH I L AA
رِنگ 1.0	R I NG
امتحان 1.0	I M TD I H AA N
راحیلہ 1.0	R AA H II L AA
پیسوں 1.0	P AY S OON
برائے 1.0	B A R AA AY
کھڑی 1.0	KH A RR II
خرابیاں 1.0	X A R AA B I J AAN
نظم 1.0	N A Z M
اقوامِ 1.0	I Q V AA M AY
معذرت 1.0	M U A Z Z A R A TD
برائی 1.0	B A R AA II
حادثے 1.0	H AA DD I S AY
اپنایا 1.0	A P N AA J AA
حادثہ 1.0	H AA DD I S AA
چلاس 1.0	TS A L L AA S
لوہاری 1.0	L OO H AA R II
کاشفہ 1.0	K AA SH I F AA
تمھاری 1.0	TD U M AA R II
پڑھی 1.0	P A RRH II
بالٹیاں 1.0	B AA L T II AAN
مصری 1.0	M I S R II
شجاع 1.0	SH U DZ AA
آمیز 1.0	AA M AY Z
بھال 1.0	BH AA L
چھوڑتے 1.0	TSH OO RR TD AY
صحن 1.0	S U H N
اتحادی 1.0	I TD TD I H AA DD II
رباب 1.0	R A B AA B
مستعدی 1.0	M U S TD A A DD DD II
بازی 1.0	B AA Z II
پتے 1.0	P A TD TD AY
دورہِ 1.0	DD O R A H AY
پتہ 1.0	P A TD TD AA
بھاگ 1.0	BH AA G
چیئرمین 1.0	TS AY A R M AE N
ناظم 1.0	N AA Z I M
عفراء 1.0	U F R AA
ووٹ 1.0	V OO T
فحاشی 1.0	F A H AA SH II
سلام 1.0	S A L AA M
قربانی 1.0	Q U R B AA N II
درجنوں 1.0	DD A R DZ A N OON
چوروں 1.0	TS O R OON
مراعات 1.0	M U R AA AA TD
اریب 1.0	A R II B
یقیناً 1.0	J A Q II N A N
صحت 1.0	S I H H A TD
بانیِ 1.0	B AA N II AY
انھوں 1.0	A N NH OON
گلباز 1.0	G U L B AA Z
زلفی 1.0	Z U L F II
کرداروں 1.0	K I R DD AA R OON
بیرونِ 1.0	B AE R UU N AY
ہاتھوں 1.0	H AA TDH OON
شوقین 1.0	SH O Q II N
عبید 1.0	A B II DD
پیدل 1.0	P AE DD A L
اِسوقت 1.0	I S V A Q TD
نوشہرہ 1.0	N O SH AEH H R AA
قانون 1.0	Q AA N UU N
عبیر 1.0	A B II R
نظامِ 1.0	N I Z AA M AY
پیدا 1.0	P AE DD AA
فضول 1.0	F U Z UU L
بچانا 1.0	B A TS AA N AA
ڈاک 1.0	D AA K
سیدو 1.0	S AY DD OO
ربوہ 1.0	R A B V AA
جیتا 1.0	DZ II TD AA
علاقوں 1.0	A L L AA Q OON
شیشہ 1.0	SH II SH AA
بیرونی 1.0	B AE R UU N II
آدھا 1.0	AA DDH AA
غنوی 1.0	GG U N V II
بانٹے 1.0	B AA N T AY
گیلی 1.0	G II L II
جیتی 1.0	DZ II TD II
عدنان 1.0	A DD N AA N
مجاہد 1.0	M U DZ AA H I DD
کامیابی 1.0	K AA M J AA B II
ڈال 1.0	D AA L
براہِ 1.0	B A R AA H AY
سمجھیں 1.0	S A M DZH AYN
المتین 1.0	A L M A TD II N
روئیے 1.0	R UU II AY
حمدی 1.0	H A M DD II
حمدہ 1.0	H A M DD AA
بایزید 1.0	B AA J A Z II DD
شارق 1.0	SH AA R I Q
ثائر 1.0	S AA I R
مربع 1.0	M U R A B B A
ثائب 1.0	S AA I B
قیمہ 1.0	Q II M AA
بادل 1.0	B AA DD A L
غالبہ 1.0	GG AA L I B AA
خوشی 1.0	X U SH II
وکالت 1.0	V A K AA L A TD
آلو 1.0	AA L UU
ہَوا 1.0	H A V AA
بازوں 1.0	B AA Z OON
صرف 1.0	S A R F
دھکا 1.0	DDH U K AA
صارفین 1.0	S AA R I F II N
اسٹیشن 1.0	I S T AY SH A N
دلانے 1.0	DD I L AA N AY
سراہا 1.0	S A R AA H AA
رضا 1.0	R A Z AA
پالیسیاں 1.0	P AA L II S II AAN
مجبور 1.0	M A DZ B UU R
کشمیریاں 1.0	K A SH M II R I J AAN
چالیس 1.0	TS AA L II S
حالیہ 1.0	H AA L I J AA
شارح 1.0	SH AA R AY H
تاثیر 1.0	TD AA S II R
گروہ 1.0	G A R V AA
اجاگر 1.0	U DZ AA G A R
رشتے 1.0	R I SH TD AY
رشتہ 1.0	R I SH TD AA
حسیب 1.0	H A S II B
رضی 1.0	R A Z II
ڈرتے 1.0	D A R TD AY
نکھٹو 1.0	N I KH A T T UU
توقعات 1.0	TD O A Q Q U AA TD
آصفہ 1.0	AA S I F AA
مضبوط 1.0	M A Z B UU TD
باریک 1.0	B AA R II K
اقرباء 1.0	AA Q R A B AA
عتیقہ 1.0	A TD II Q AA
لائن 1.0	L AA I N
گروپ 1.0	G U R UU P
سرفراز 1.0	S A R F A R AA Z
ٹھوس 1.0	TH OO S
نکھار 1.0	N I KH AA R
محروم 1.0	M A H R UU M
شدت 1.0	SH U DD DD A TD
حسین 1.0	H A S II N
قاضی 1.0	Q AA Z II
قیمت 1.0	Q II M A TD
تعزیت 1.0	TD A A Z Z II J A TD
بندوبست 1.0	B A N DD OO B A S TD
لمی 1.0	L A M II
معاون 1.0	M U AA V A N
ماضی 1.0	M AA Z II
عرصے 1.0	A R S AY
عرصہ 1.0	A R S AA
ہوناچاہئے 1.0	H OO N AA TS AA H A AY
عذاب 1.0	A Z AA B
سنائی 1.0	S U N AA II
بھاگتا 1.0	BH AA G TD AA
پہنچتے 1.0	P A H U N TS A TD AY
خرچہ 1.0	X A R TS AA
مویشی 1.0	M A V AY SH II
تعلق 1.0	TD A A L L U Q
ملتیں 1.0	M U L L A TD AYN
تجاویز 1.0	TD A DZ AA V II Z
صلاحیت 1.0	S A L AA H II J A TD
کھلونا 1.0	KH I L OO N AA
راحیل 1.0	R AA H II L
کوثر 1.0	K O S A R
صنعتکار 1.0	S A N A TD K AA R
راحت 1.0	R AA H A TD
کریمیں 1.0	K A R II M AYN
ابال 1.0	U B AA L
نوٹس 1.0	N OO T S
چلیں 1.0	TS A L AYN
پھوٹی 1.0	PH UU T II
تبدیلیاں 1.0	TD A B DD II L I J AAN
کھاریاں 1.0	KH AA R I J AAN
دفاتر 1.0	DD A F AA TD A R
روکنا 1.0	R OO K N AA
سڑکوں 1.0	S A RR K OON
دیپالپور 1.0	DD II P AA L P UU R
ایسی 1.0	AE S II
بگھیوں 1.0	B A G GH II OON
نگار 1.0	N I G AA R
سکول 1.0	S A K UU L
ڈالیں 1.0	D AA L AYN
دسمبر 1.0	DD A S A M B A R
صدف 1.0	S A DD A F
ڈیزائن 1.0	D II Z AA I N
بخار 1.0	B A X AA R
ایسے 1.0	AE S AY
آ 1.0	AA
سقراط 1.0	S U Q R AA TD
شفیع 1.0	SH A F II
پایا 1.0	P AA J AA
چاروں 1.0	TS AA R OON
قدم 1.0	Q A DD A M
صلح 1.0	S A L H
پھاٹک 1.0	PH AA T A K
روپیہ 1.0	R UU P I J AA
کروایا 1.0	K A R V AA J AA
قدر 1.0	Q A DD R
جھانسوں 1.0	DZH AA N S OON
شفیف 1.0	SH A F II F
شفیق 1.0	SH A F II Q
حارث 1.0	H AA R I S
صدر 1.0	S A DD R
جعفری 1.0	DZ AA F R II
معیارِ 1.0	M I J AA R I
طبقات 1.0	TD A B Q AA TD
افتتاحی 1.0	I F TD I TD AA H II
شاگردی 1.0	SH AA G A R DD II
صادقہ 1.0	S AA DD I Q AA
تبسم 1.0	TD A B A S S U M
انوکھی 1.0	A N OO KH II
چِلا 1.0	TS I L L AA
مقتل 1.0	M U Q TD A L
ہمدانی 1.0	H A M DD AA N II
بلانے 1.0	B U L AA N AY
حریری 1.0	H A R II R II
صلے 1.0	S I L AY
ڈھائی 1.0	DH AA II
صلہ 1.0	S I L L AA
پایہ 1.0	P AA J AA
اختیارات 1.0	I X TD I J AA R AA TD
روزگار 1.0	R OO Z G AA R
ایسا 1.0	AE S AA
سکوں 1.0	S U K K OON
تاشف 1.0	TD AA SH I F
رسالپور 1.0	R A S AA L P UU R
بےحرمتی 1.0	B AY H A R M A TD II
لایا 1.0	L AA J AA
ازعم 1.0	A Z A M
غرور 1.0	GG U R UU R
بیوقوف 1.0	B AY V A Q UU F
بڑھانا 1.0	B A RRH AA N AA
فارابی 1.0	F AA R AA B II
گزیر 1.0	G U Z II R
آنی 1.0	AA N II
آنے 1.0	AA N AY
خلیل 1.0	X A L II L
خلیق 1.0	X A L II Q
پھینکے 1.0	PH AEN K AY
پالیساں 1.0	P AA L II S AAN
بناتا 1.0	B A N AA TD AA
فون 1.0	F OO N
مرتے 1.0	M A R TD AY
مچھیرا 1.0	M A TSH AY R AA
تسلیم 1.0	TD A S L II M
دامن 1.0	DD AA M A N
بظاہر 1.0	B A Z AA H A R
وباء 1.0	V A B AA
زیادتی 1.0	Z I J AA DD TD II
مزارِقائد 1.0	M U Z AA R I Q AA I DD
گاڑیو 1.0	G AA RR J OO
چراغ 1.0	TS A R AA GG
عید 1.0	II DD
مرتب 1.0	M U R TD A B
معمول 1.0	M AA M UU L
ابصار 1.0	A B S AA R
احساس 1.0	A H S AA S
بناتی 1.0	B A N AA TD II
نیرہ 1.0	N II R AA
وزرا 1.0	V U Z R AA
خوشبخت 1.0	X U SH B A X TD
رحمت 1.0	R A H M A TD
یونین 1.0	J UU N I J A N
مقابلے 1.0	M U Q AA B L AY
سیشن 1.0	S AE SH A N
وبال 1.0	V A B AA L
بانٹ 1.0	B AA N T
بڑھانے 1.0	B A RRH AA N AY
عین 1.0	AE N
مقابلہ 1.0	M U Q AA B A L L AA
اشتیاق 1.0	I SH TD I J AA Q
مشاعرہ 1.0	M U SH AA A R AA
کلام 1.0	K A L L AA M
حیثیت 1.0	H AE S I J A TD
بہتا 1.0	B AEH H TD AA
کہنے 1.0	K A H N AY
بہتر 1.0	B AEH H A TD TD A R
دوبالا 1.0	DD OO B AA L AA
بلال 1.0	B A L AA L
چشتیاں 1.0	TS I SH TD I J AAN
بندرگاہ 1.0	B A N DD A R G AA
فیکٹری 1.0	F AE K T A R II
ابرار 1.0	I B R AA R
بڑھاپے 1.0	B A RRH AA P AY
جذبے 1.0	DZ A Z B AY
جنڈ 1.0	DZ I N D
جذبہ 1.0	DZ A Z B AA
کیمپ 1.0	K AE M P
ایمپائرنگ 1.0	AE M P AA I R I NG
جنگ 1.0	DZ A NG
عنبرین 1.0	A M B A R II N
بھروسہ 1.0	BH A R UU S AA
شیدا 1.0	SH AE DD AA
شکوہ 1.0	SH I K V AA
لمگیر 1.0	L A M G II R
پرہز 1.0	P A R H A Z
فرقان 1.0	F A R Q AA N
پینسٹھ 1.0	P AY N S A TH
اعظم 1.0	A Z A M
حاکمہ 1.0	H AA K I M AA
ملازم 1.0	M U L AA Z I M
احترام 1.0	I H TD I R AA M
ٹریکٹر 1.0	T A R AE K T A R
المناک 1.0	A L A M N AA K
شکیلہ 1.0	SH A K II L AA
خیز 1.0	X AE Z
حوا 1.0	H A V V AA
مضامین 1.0	M U Z AA M II N
طالبہ 1.0	TD AA L I B AA
بلاک 1.0	B I L AA K
حوض 1.0	H O Z
کہنا 1.0	K A H N AA
دماغی 1.0	DD I M AA GG II
وزیرِاعظم 1.0	V A Z II R AY AA Z A M
حور 1.0	H UU R
مصروفیات 1.0	M A S R UU F I J AA TD
جنت 1.0	DZ I N TD
کلاں 1.0	K U L AAN
شہزاد 1.0	SH A H Z AA DD
فلم 1.0	F I L M
چاہنے 1.0	TS AA H N AY
پارس 1.0	P AA R S
بدعنوانیوں 1.0	B A DD U N V AA N II OON
پینوراما 1.0	P AE N OO R AA M AA
نطریات 1.0	N A TD A R J AA TD
معلومات 1.0	M A L UU M AA TD
کاریگر 1.0	K AA R II G A R
چٹرھ 1.0	TS A T A R
قیس 1.0	Q AE S
ہلاکو 1.0	H A L AA K OO
بوٹی 1.0	B OO T II
طالبعلموں 1.0	TD AA L AY B AY L A M OON
طرزِ 1.0	TD A R Z I
سمجھایا 1.0	S A M DZH AA J AA
روکتے 1.0	R OO K TD AY
ملوث 1.0	M A L UU S
برفباری 1.0	B A R F A B AA R II
ہوگی 1.0	H OO G II
نرگس 1.0	N A R G A S
چڑھے 1.0	TS A RRH AY
پارو 1.0	P AA R OO
آفرین 1.0	AA F R II N
دیکھ 1.0	DD AY KH
صدیقہ 1.0	S I DD DD II Q AA
ہوگا 1.0	H OO G AA
فنکار 1.0	F A N K AA R
افروز 1.0	A F R UU Z
پارک 1.0	P AA R K
باطنہ 1.0	B AA TD I N AA
کاغذات 1.0	K AA GG Z AA TD
بہجت 1.0	B A H DZ A TD
رومانہ 1.0	R UU M AA N AA
بادامی 1.0	B AA DD AA M II
چالان 1.0	TS AA L AA N
خانساماں 1.0	X AA N S AA M AAN
بھنور 1.0	BH A N V A R
ہوئےہیں 1.0	H UU AY H AYN
انہیں 1.0	U N H AYN
تہواروں 1.0	TD AEH H V AA R OON
نکل 1.0	N I K A L
پارہ 1.0	P AA R AA
ضد 1.0	Z I DD
رضوانہ 1.0	R A Z V AA N AA
درخت 1.0	DD A R A X TD
حنیف 1.0	H A N II F
کھانوں 1.0	KH AA N OON
اژدہا 1.0	A ZZ DD A H AA
تشویشناک 1.0	TD A SH V II SH N AA K
بیوی 1.0	B AY V II
کروں 1.0	K U R R OON
مرچ 1.0	M I R TS
شخصیت 1.0	SH A X S II J A TD
لالہ 1.0	L AA L AA
برپا 1.0	B A R P AA
ساہیوال 1.0	S AA H II V AA L
بندش 1.0	B A N DD I SH
گجر 1.0	G A DZ A R
امڈ 1.0	U M A D
گفٹ 1.0	G I F T
شمشاد 1.0	SH A M SH AA DD
کفایت 1.0	K I F AA J A TD
سمجھنا 1.0	S A M A DZH N AA
مری 1.0	M U R II
ذاکرہ 1.0	Z AA K I R AA
صدیق 1.0	S A DD DD II Q
امن 1.0	A M A N
مرد 1.0	M U R DD
سمجھنے 1.0	S A M A DZH N AY
کنڈرہ 1.0	K A N D A R AA
کروا 1.0	K A R V AA
تعویز 1.0	TD AA V II Z
ضلعی 1.0	Z I L A II
گندم 1.0	G A N DD A M
مانکیڑہ 1.0	M AA N K II RR AA
آزادی 1.0	AA Z AA DD II
کمی 1.0	K A M II
بندی 1.0	B A N DD II
بندہ 1.0	B A N DD AA
باتیں 1.0	B AA TD AYN
تسلی 1.0	TD A S A L L II
سنگین 1.0	S A NG II N
ترلائی 1.0	TD A R L AA II
ضمیر 1.0	Z A M II R
امر 1.0	A M A R
آنسوبہاتی 1.0	AA N S UU B A H AA TD II
آنسہ 1.0	AA N I S AA
مہمان 1.0	M U H M AA N
کروٹ 1.0	K U R UU T
گورکنوں 1.0	G OO R K A N OON
گوہر 1.0	G OO H A R
قذافی 1.0	Q A Z AA F II
کہاں 1.0	K A H AAN
پیاروں 1.0	P I J AA R OON
چوریوں 1.0	TS O R II OON
گرم 1.0	G A R A M
حاصل 1.0	H AA S I L
خریدنا 1.0	X A R II DD N AA
گوجرہ 1.0	G OO DZ R AA
گرا 1.0	G I R AA
کھچڑی 1.0	KH I TS RR II
گرد 1.0	G A R DD
گرج 1.0	G A R I DZ
سازگار 1.0	S AA Z G AA R
پھائے 1.0	PH AA AY
بلیوارڈ 1.0	B I L J AA R D
عجیب 1.0	A DZ II B
تیسرا 1.0	TD II S R AA
جاناں 1.0	DZ AA N AAN
سطریں 1.0	S A TD R AYN
