<oov> 1.0	oov
ترجیحات 1.0	T_D A R D_Z II H A_A T_D
نیلوفر 1.0	N A_Y L O_O F A R
عامر 1.0	A_A M I R
داؤ 1.0	D_D A_A O_O
مزاحمت 1.0	M U Z A_A H A M A T_D
طوفان 1.0	T_D U_U F A_A N
ہڑپہ 1.0	H A R_R P A_A
سنجیدگی 1.0	S A N D_Z II D_D G II
مشاعروں 1.0	M U S_H A_A A R O_O_N
پہلوان 1.0	P AE_H H L V A_A N
بنگلہ 1.0	B A N_G L A_A
ٹیموں 1.0	T II M O_O_N
زد 1.0	Z A D_D
پروگرام 1.0	P A R O_O G A R A_A M
منی 1.0	M A N II
مبصیرین 1.0	M U B S II R II N
منہ 1.0	M U N H
ٹھنڈیانی 1.0	T_H A N D I J A_A N II
عامل 1.0	A_A M I L
تباہ 1.0	T_D A B A_A
دام 1.0	D_D A_A M
منزل 1.0	M A N Z I L
بنوایا 1.0	B A N V A_A J A_A
لگوانا 1.0	L A G V A_A N A_A
علیم 1.0	A L II M
انور 1.0	A N V A R
وارث 1.0	V A_A R I S
ایاز 1.0	I J A_A Z
شکل 1.0	S_H A K L
زہرہ 1.0	Z AE_H H R A_A
جوڈیشیل 1.0	D_Z O_O D II S_H A_Y L
منع 1.0	M A N N A_A
سیٹلائٹ 1.0	S AE T L A_A I T
شاہراہِقائدِاعظم 1.0	H A_A H A_A R A_Y Q A A_Y D_D I A_A Z A M
لگائی 1.0	L A G A_A II
بلوچستان 1.0	B A L O_O TS I S T_D A_A N
منا 1.0	M A N N A_A
محبوب 1.0	M A H B U_U B
بادام 1.0	B A_A D_D A_A M
حیرت 1.0	H AE R A T_D
ادریس 1.0	I D_D R AE S
بوڑھے 1.0	B U_U R_R_H A_Y
نہیں 1.0	N A H A_Y_N
انسانیت 1.0	I N S A_A N II J A T_D
شکر 1.0	S_H U K A R
تصاویر 1.0	T_D A S A_A V II R
اَن 1.0	A N
صہبا 1.0	S A H B A_A
نشتر 1.0	N I S_H T_D A R
حبیبہ 1.0	H A B II B A_A
موسلادھار 1.0	M O_O S L A_A D_D_H A_A R
دودھ 1.0	D_D U_U D_D_H
وجہ 1.0	V A D_Z A_A
کہوٹہ 1.0	K A H U_U T A_A
جہان 1.0	D_Z A H A_A N
ٹیکسلا 1.0	T AE K S A L A_A
پھلنا 1.0	P_H A L N A_A
ہوتا 1.0	H O_O T_D A_A
ہنین 1.0	H A N II N
دولت 1.0	D_D O L A T_D
سردار 1.0	S A R D_D A_A R
شہنشاہوں 1.0	S_H A H A N S_H A_A H O_O_N
جنگیں 1.0	D_Z A N_G G A_Y_N
مٹھی 1.0	M U T_H T_H II
سڑکیں 1.0	S A R_R K A_Y_N
مظاہرہ 1.0	M U Z A_A H A R A_A
پھرتے 1.0	P_H I R T_D A_Y
اتنے 1.0	I T_D N A_Y
بوجھ 1.0	B U_U D_Z_H
طیب 1.0	T_D AE B
ہسپتالوں 1.0	H A S P A T_D A_A L O_O_N
اتنی 1.0	I T_D N II
کشور 1.0	K A S_H U_U R
نواں 1.0	N A V A_A_N
تیزی 1.0	T_D A_Y Z II
ہوتی 1.0	H O_O T_D II
اندیشے 1.0	A N D_D A_Y S_H A_Y
ہوتے 1.0	H O_O T_D A_Y
اندیشہ 1.0	A N D_D A_Y S_H A_A
سعودی 1.0	S A U_U D_D II
فراہمی 1.0	F A R A_A H A M II
مٹھن 1.0	M I T_H A N
سٹیڈیم 1.0	S A T A_Y D I J A M
انڈسڑی 1.0	I N D A S R_R II
سنوار 1.0	S A N V A_A R
تہذیب 1.0	T_D AE_H H Z II B
فرحانہ 1.0	F A R H A_A N A_A
اسلامک 1.0	I S L A_A M I K
اپنے 1.0	A P N A_Y
حصار 1.0	H I S S A_A R
گ 1.0	G
پہن 1.0	P AE_H H A N
پہل 1.0	P AE_H H L
اپنی 1.0	A P N II
قائدین 1.0	Q A_A I D_D II N
ل 1.0	L
نتائج 1.0	N A T_D A_A I D_Z
کھوئے 1.0	K_H O_O A_Y
پسندیدہ 1.0	P A S A N D_D II D_D A_A
کھوئی 1.0	K_H O_O II
بلکہ 1.0	B A L K A_A
تلقین 1.0	T_D A L Q II N
ہلاکتوں 1.0	H A L L A_A K A T_D O_O_N
جنون 1.0	D_Z U N U_U N
اسلامی 1.0	I S L A_A M II
کمزور 1.0	K A M Z O_O R
کانپور 1.0	K A_A M P U_U R
استعمال 1.0	I S T_D A_Y M A_A L
گنا 1.0	G I N A_A
ستارہ 1.0	S A T_D A_A R A_A
لیجئیے 1.0	L II D_Z II A_Y
روایات 1.0	R A V A_A J A_A T_D
ستارے 1.0	S I T_D A_A R A_Y
شیروانی 1.0	S_H AE R V A_A N II
حارثہ 1.0	H A_A R I S A_A
سجے 1.0	S A D_Z A_Y
اپنا 1.0	A P N A_A
صداقت 1.0	S A D_D D_D A_A Q A T_D
نوشکی 1.0	N O S_H K II
انبساط 1.0	I M B I S A_A T_D
سواری 1.0	S A V A_A R II
شادباغ 1.0	S_H A_A D_D A_Y B A_A G_G
محکے 1.0	M U H K A_Y
بارہ 1.0	B A_A R A_A
باری 1.0	B A_A R II
بارے 1.0	B A_A R A_Y
اہم 1.0	A H A M
اہل 1.0	A H L
اقوام 1.0	I Q V A_A M
بندوق 1.0	B A N D_D U_U Q
صفدر 1.0	S A F D_D A R
بجے 1.0	B A D_Z A_Y
فضیلہ 1.0	F A Z II L A_A
چھوٹا 1.0	TS_H U_U T A_A
ڈرپوک 1.0	D A R P O K
انگور 1.0	A N_G G U_U R
بنٹی 1.0	B A N T II
کراچی 1.0	K A R A_A TS II
ژالہ 1.0	Z_Z A_A L A_A
بھوسے 1.0	B_H U_U S A_Y
خلاف 1.0	X A L L A_A F
ریفری 1.0	R AE F R II
بارک 1.0	B A_A R K
ثقافتی 1.0	S A Q A_A F A T_D II
پارینہ 1.0	P A_A R II N A_A
انفارمیشن 1.0	I N F A_A R M A_Y S_H A N
ذہن 1.0	Z A_Y H N
ہنسی 1.0	H A N S II
ٹیکسٹائل 1.0	T AE K S T A_A I L
بجٹ 1.0	B A D_Z A T
صائمہ 1.0	S A_A I M A_A
ارادہ 1.0	I R A_A D_D A_A
بھگا 1.0	B_H A G A_A
ہتھیاروں 1.0	H A T_D_H J A_A R O_O_N
ارادے 1.0	I R A_A D_D A_Y
شبانہ 1.0	S_H A B A_A N A_A
دعائیں 1.0	D_D U A_A A_Y_N
نشانہ 1.0	N I S_H A_A N A_A
جمیلہ 1.0	D_Z A M A_Y L A_A
نشانے 1.0	N I S_H A_A N A_Y
چھوٹے 1.0	TS_H U_U T A_Y
اورنگ 1.0	O_O R A N_G
فضیلت 1.0	F A Z II L A T_D
چھوٹی 1.0	TS_H U_U T II
روزی 1.0	R O_O Z II
سہولت 1.0	S A H U_U L A T_D
چادر 1.0	TS A_A D_D A R
روزہ 1.0	R O_O Z A_A
بارز 1.0	B A_A R Z
بارش 1.0	B A_A R I S_H
رخسار 1.0	R U X S A_A R
جڑواں 1.0	D_Z A R_R V A_A_N
جامپور 1.0	D_Z A_A M P U_U R
الماری 1.0	A L M A_A R II
سردیوں 1.0	S A R D_D II O_O_N
مرنے 1.0	M A R N A_Y
بھڑک 1.0	B_H A R_R A K
وہیں 1.0	V A H A_Y_N
باندھا 1.0	B A_A N D_D_H A_A
شاکرہ 1.0	S_H A_A K I R A_A
مجلس 1.0	M U D_Z L I S
کمبل 1.0	K A M B A L
کمبر 1.0	K A M B A R
ظریف 1.0	Z A R II F
چنار 1.0	TS A N A_A R
موضوع 1.0	M O Z U_U
شرکت 1.0	S_H I R K A T_D
وسطی 1.0	V A S T_D II
مہنگائی 1.0	M AE_H H N_G G A_A II
فاتحہ 1.0	F A_A T_D I H A_A
دھوکہ 1.0	D_D_H O_O K A_A
علاج 1.0	A L L A_A D_Z
اسرار 1.0	A S R A_A R
خوکشی 1.0	X U K S_H II
یاد 1.0	J A_A D_D
بدقسمتی 1.0	B A D_D Q I S M A T_D II
لیڈر 1.0	L II D A R
یار 1.0	J A_A R
باورچیوں 1.0	B A_A V A R TS II O_O_N
کئے 1.0	K I A_Y
سٹور 1.0	S A T O_O R
کئی 1.0	K A II
متوقع 1.0	M U T_D A V A Q Q A_Y
عظیم 1.0	A Z II M
امجد 1.0	I M D_Z A D_D
یادگار 1.0	J A_A D_D G A_A R
محکموں 1.0	M U H K A M O_O_N
عادل 1.0	A_A D_D I L
برتنے 1.0	B A R A T_D N A_Y
باغِجناح 1.0	B A_A G_G I D_Z N A_A
منشی 1.0	M U N A S_H S_H II
سیکھتے 1.0	S II K_H T_D A_Y
گاڑیاں 1.0	G A_A R_R I J A_A_N
سٹہ 1.0	S A T T A_A
طلبہ 1.0	T_D A L B A_A
طلبی 1.0	T_D A L B II
کالونیاں 1.0	K A_A L U_U N I J A_A_N
سٹی 1.0	S A T II
شہود 1.0	S_H U H U_U D_D
اٹھو 1.0	U T_H T_H
وہاڑی 1.0	V A H A_A R_R II
دستی 1.0	D_D A S T_D II
نکالنا 1.0	N I K A_A L N A_A
اپناتی 1.0	A P N A_A T_D II
اوصاف 1.0	O S A_A F
مشکوک 1.0	M A S_H K U_U K
حسی 1.0	H A S II
مٹھائی 1.0	M I T_H A_A II
داڑو 1.0	D_D A_A R_R O_O
پچھلی 1.0	P I TS_H L II
کانجن 1.0	K A_A N D_Z A N
امیدوار 1.0	U M II D_D V A_A R
رہائشگاہ 1.0	R A H A_A I S_H G A_A
سیکورٹی 1.0	S II K O_O R T II
پچھلے 1.0	P I TS_H L A_Y
زندگی 1.0	Z I N D_D A G II
حفیظ 1.0	H A F II Z
اٹھی 1.0	U T_H II
افسروں 1.0	A F S A R O_O_N
نرمی 1.0	N A R M II
اپوزیشن 1.0	A P O_O Z II S_H A N
آیا 1.0	A_A J A_A
اسٹیٹ 1.0	I S T A_Y T
منورہ 1.0	M A N A V V A R A_A
حدیقہ 1.0	H A D_D II Q A_A
قوم 1.0	Q O M
مشکور 1.0	M A S_H K U_U R
زینت 1.0	Z II N T_D
سیکرٹری 1.0	S AE K R I T R II
سیکھتا 1.0	S II K_H T_D A_A
میوزک 1.0	M I J U_U Z I K
حماد 1.0	H A M M A_A D_D
کرسی 1.0	K U R S II
حماس 1.0	H A M M A_A S
گناہگار 1.0	G U N A_A H G A_A R
پابندئِ 1.0	P A_A B A N D_D I A_Y
نڈھال 1.0	N I D_H A_A L
ظاہر 1.0	Z A_A H I R
ناکارہ 1.0	N A_A K A_A R A_A
قائدِاعظم 1.0	Q A_A A_Y D_D A_Y A A M M
آنکھوں 1.0	A_A N K_H O_O_N
مزمل 1.0	M U Z I M I L
لہجہ 1.0	L AE_H H D_Z A_A
ماہرِ 1.0	M A_A H I R A_Y
گلبدن 1.0	G U L B A D_D A N
سمگلنگ 1.0	S I M A G L I N_G
دباؤ 1.0	D_D A B A_A O_O
پیار 1.0	P I J A_A R
ھالہ 1.0	D_Z_H A_A L
اسٹیڈیم 1.0	I S T A_Y D I J A M
ماہرین 1.0	M A_A H I R II N
فیصل 1.0	F AE S A L
جماعت 1.0	D_Z A M A_A A T_D
ہومز 1.0	H O_O M Z
پلیٹ 1.0	P A L A_Y T
عام 1.0	A_A M
کامران 1.0	K A_A M R A_A N
شمشیر 1.0	S_H A M S_H II R
چابیاں 1.0	TS A_A B I J A_A_N
ریما 1.0	R II M A_A
رونمائی 1.0	R O N U M A_A II
ماہرہ 1.0	M A_A H I R A_A
غنیمہ 1.0	G_G A N II M A_A
گئی 1.0	G A II
رواداری 1.0	R A V A_A D_D A_A R II
توبہ 1.0	T_D O_O B A_A
پولٹری 1.0	P O_O L T A R II
مستحق 1.0	M U S T_D A H A Q
فصیح 1.0	F A S II
نازک 1.0	N A_A Z I K
دہی 1.0	D_D A H II
عائد 1.0	A_A I D_D
شہباز 1.0	S_H A H B A_A Z
ایجاد 1.0	II D_Z A_A D_D
حکیمہ 1.0	H A K II M A_A
بھکر 1.0	B_H A K A R
چونکہ 1.0	TS O N K A_A
تالوں 1.0	T_D A_A L O_O_N
پروفیر 1.0	P A R O_O F AE R
ظاہری 1.0	Z A_A H I R II
ظاہرہ 1.0	Z A_A H I R A_A
چاند 1.0	TS A_A N D_D
برابری 1.0	B A R A_A B A R II
عروسہ 1.0	A R U_U S A_A
عروسی 1.0	U R U_U S II
ڈیوس 1.0	D AE V I S
شجاعت 1.0	S_H U D_Z A_A A T_D
سرخی 1.0	S U R X II
جانی 1.0	D_Z A_A N II
خازمہ 1.0	X A_A Z I M A_A
بادشاہی 1.0	B A_A D_D S_H A_A H II
سرگودھا 1.0	S A R G O_O D_D_H A_A
نجیبہ 1.0	N A D_Z II B A_A
جانے 1.0	D_Z A_A N A_Y
لگوایا 1.0	L A G V A_A J A_A
چارج 1.0	TS A_A R D_Z
درکار 1.0	D_D A R K A_A R
چونگی 1.0	TS U_U N_G G II
کھڈیاں 1.0	K_H A D D I J A_A_N
جاسر 1.0	D_Z A_A S I R
مجرم 1.0	M U D_Z R A M
چوبیس 1.0	TS O B II S
چارہ 1.0	TS A_A R A_A
چارے 1.0	TS A_A R A_Y
جانب 1.0	D_Z A_A M I B
بینی 1.0	B AE N II
ہیبتی 1.0	H A_Y B T_D II
بھجانے 1.0	B_H U D_Z A_A N A_Y
بادشاہت 1.0	B A_A D_D S_H A_A H A T_D
کنویں 1.0	K U N V A_Y_N
جانا 1.0	D_Z A_A N A_A
پشاور 1.0	P I S_H A_A V A R
اچھّے 1.0	U TS_H TS_H A_Y
دماغ 1.0	D_D A M A_A G_G
لاشیں 1.0	L A_A S_H A_Y_N
بٹائیں 1.0	B A T A_A A_Y_N
نواز 1.0	N A V V A_A Z
نواب 1.0	N A V V A_A B
درمیان 1.0	D_D A R M A J A_A N
ذہین 1.0	Z A H II N
مصوری 1.0	M U S U_U R II
حلقوں 1.0	H A L Q O_O_N
نسلوں 1.0	N A S L O_O_N
ترجیحی 1.0	T_D A R D_Z II H II
ہصیم 1.0	H A S II M
بینچ 1.0	B AE N TS
غلطی 1.0	G_G A L T_D II
وی 1.0	V II
وہ 1.0	V V A_A
بنائیں 1.0	B A N A_A A_Y_N
بینک 1.0	B AE N K
قطار 1.0	Q I T_D A_A R
شانگلہ 1.0	S_H A_A N_G L A_A
مسیحی 1.0	M A S II H II
متحرک 1.0	M U T_D A H A R R I K
لیں 1.0	L A_Y_N
بھلا 1.0	B_H A L A_A
پڑتا 1.0	P A R_R T_D A_A
سمندری 1.0	S A M A N D_D A R II
کنڈ 1.0	K U N D
جھلک 1.0	D_Z_H A L A K
عجوبہ 1.0	A D_Z U_U B A_A
راول 1.0	R A_A V A L
گھیرے 1.0	G_H A_Y R A_Y
دکھا 1.0	D_D U K_H K_H A_A
گھیرا 1.0	G_H A_Y R A_A
پڑتی 1.0	P A R_R T_D II
صرافہ 1.0	S A R R A_A F A_A
ون 1.0	V A N
نوشابہ 1.0	N O_O S_H A_A B A_A
نبیلہ 1.0	N A B II L A_A
محتا 1.0	M U H T_D A_A
بینا 1.0	B II N A_A
تلخیاں 1.0	T_D A L X I J A_A_N
بچاتے 1.0	B A TS A_A T_D A_Y
مؤمن 1.0	M U_U A M M A N
لگایا 1.0	L A G A_A J A_A
جہد 1.0	D_Z I H D_D
کلثوم 1.0	K A L S U_U M
آسمارا 1.0	A_A S M A_A R A_A
ثقات 1.0	S I Q A_A T_D
جہت 1.0	D_Z I H A T_D
ور 1.0	V A R
وش 1.0	V I S_H
راوی 1.0	R A_A V II
چڑھایا 1.0	TS A R_R_H A_A J A_A
محمد 1.0	M U H A M M A D_D
علم 1.0	A L A M
بیرسٹری 1.0	B AE R I S T R II
ساحرہ 1.0	S A_A H I R A_A
گوندل 1.0	G O_O N D_D I L
قبضے 1.0	Q A B Z A_Y
فروغ 1.0	F U R U_U G_G
قبضہ 1.0	Q A B Z A_A
احتجاج 1.0	I H T_D I D_Z A_A D_Z
پھرنے 1.0	P_H I R N A_Y
درخواستیں 1.0	D_D A R X A_A S T_D A_Y_N
زیور 1.0	Z A_Y V A R
ایمپائر 1.0	AE M P A_A I R
حاضرین 1.0	H A_A Z I R II N
علی 1.0	A L II
آفتاب 1.0	A_A F T_D A_A B
آسان 1.0	A_A S A_A N
شرقیہ 1.0	S_H A R Q I J A_A
ریڈیو 1.0	R AE D J O_O
واحد 1.0	V A_A H I D_D
اراکین 1.0	A R A_A K II N
قصائی 1.0	Q A S A_A II
انتضامات 1.0	I N T_D I Z A_A M A_A T_D
جرنلسٹ 1.0	D_Z A R N A L I S T
ماہم 1.0	M A_A H A M
ستر 1.0	S A T_D T_D A R
بگڑی 1.0	B I G R_R II
سنبھالنا 1.0	S A M B_H A_A L N A_A
ڈانٹا 1.0	D A_A N T A_A
گڈو 1.0	G U D D U_U
جھگڑے 1.0	D_Z_H A G R_R A_Y
جناح 1.0	D_Z A N A_A
جناب 1.0	D_Z A N A_A B
پکوڑے 1.0	P A K O R_R A_Y
زبان 1.0	Z U B A_A N
فروہ 1.0	F A R V A_A
گلگت 1.0	G I L G A T_D
چونک 1.0	TS O N K
فاطمہ 1.0	F A_A T_D M A_A
ہاتھی 1.0	H A_A T_D_H II
خون 1.0	X U_U N
راست 1.0	R A_A S T_D
چڑیاں 1.0	TS I R_R J A_A_N
ہادی 1.0	H A_A D_D II
ماشا 1.0	M A_A S_H A_A
ٹانگ 1.0	T A_A N_G
ڈھلتی 1.0	D_H A L T_D II
ہجرت 1.0	H I D_Z R A T_D
افگن 1.0	A F G A N
خوانی 1.0	X V A_A N II
آفندی 1.0	A_A F A N D_D II
پرورش 1.0	P A R O_O R I S_H
پرہیز 1.0	P A R H A_Y Z
مسئلے 1.0	M A S A L A_Y
آسٹریلیا 1.0	A_A S T A R A_Y L I J A_A
رکھوا 1.0	R A K_H V A_A
کیفیت 1.0	K AE F I J J A T_D
مسئلہ 1.0	M A S A L A_A
پروری 1.0	P A R O_O R II
موسیقی 1.0	M U_U S II Q II
دریاؤں 1.0	D_D A R J A_A O_O_N
زور 1.0	Z O R
خوشیوں 1.0	X U S_H II O_O_N
حادث 1.0	H A_A D_D I S
مطابق 1.0	M U T_D A_A B I Q
آبدار 1.0	A_A B D_D A_A R
نزہت 1.0	N A Z A H T_D A T_D
تقاضوں 1.0	T_D A Q A_A Z O_O_N
طاہر 1.0	T_D A_A H I R
ہاتھا 1.0	H A_A T_D_H A_A
دعا 1.0	D_D U A_A
ڈسکہ 1.0	D I S K A_A
ریواز 1.0	R II V A_A Z
حالت 1.0	H A_A L A T_D
کیماڑی 1.0	K II M A_A R_R II
فصاحت 1.0	F A S A_A H A T_D
فائدہ 1.0	F A_A I D_D A_A
پاؤوں 1.0	P A_A U_U_N O_O_N
ایجنسی 1.0	A_Y D_Z A N S II
منیرہ 1.0	M U N II R A_A
بلدیاتی 1.0	B A L D_D I J A_A T_D II
بنانی 1.0	B A N A_A N II
ہنگامہ 1.0	H A N_G G A_A M A_A
فلمی 1.0	F I L M II
ہنگامی 1.0	H A N_G G A_A M II
تحریم 1.0	T_D A H R II M
گانے 1.0	G A_A N A_Y
کالونی 1.0	K A_A L U_U N II
ذکاء 1.0	Z A K A_A
تحریر 1.0	T_D A H R II R
فصلوں 1.0	F A S L O_O_N
خرید 1.0	X A R II D_D
کِئے 1.0	K I A_Y
کھِلا 1.0	K_H I L A_A
جاتا 1.0	D_Z A_A T_D A_A
حالم 1.0	H A_A L M
رسول 1.0	R A S U_U L
لیکن 1.0	L A_Y K I N
جاتی 1.0	D_Z A_A T_D II
ادارے 1.0	I D_D A_A R A_Y
اجازت 1.0	I D_Z A_A Z A T_D
خاتون 1.0	X A_A T_D U_U N
صنوبر 1.0	S A N U_U B A R
کمیٹی 1.0	K A M II T II
ڈسٹرکٹ 1.0	D I S T A R I K T
ادارہ 1.0	I D_D A_A R A_A
جاتے 1.0	D_Z A_A T_D A_Y
لاہور 1.0	L A_A H U_U R
عزراء 1.0	U Z R A_A
ڈھڈیال 1.0	D_H A D J A_A L
افضال 1.0	I F Z A_A L
گانا 1.0	G A_A N A_A
مہذب 1.0	M U H A Z Z A B
تحریک 1.0	T_D A H R II K
سینکڑوں 1.0	S AE_N K R_R O_O_N
برسات 1.0	B A R S A_A T_D
تھرپارکر 1.0	T_D_H A R A P A_A R K A R
مرشد 1.0	M U R S_H I D_D
حملہ 1.0	H A M L A_A
مشرق 1.0	M A S_H R I Q
باسم 1.0	B A_A S A M
کبیرہ 1.0	K A B II R A_A
دوسرا 1.0	D_D U_U S R A_A
نیو 1.0	N II O_O
انظر 1.0	A N Z A R
نیم 1.0	N II M
پاسپورٹ 1.0	P A_A S P O_O R T
نیٹ 1.0	N AE T
رزق 1.0	R A Z A Q
بالا 1.0	B A_A L A_A
پھنس 1.0	P_H A N S
آلات 1.0	A_A L A_A T_D
غالب 1.0	G_G A_A L I B
آگا 1.0	A_A G A_A
و 1.0	V
اقتدار 1.0	I Q T_D I D_D A_A R
ہجوم 1.0	H U D_Z U_U M
مملکت 1.0	M U M L A K A T_D
لعنت 1.0	L A N A T_D
بازاری 1.0	B A_A Z A_A R II
انتہا 1.0	I N T_D I H A_A
متاثر 1.0	M U T_D A A S S I R
اکمال 1.0	I K M A_A L
امینہ 1.0	A M II N A_A
نیت 1.0	N II J A T_D
باسط 1.0	B A_A S I T_D
خود 1.0	X U D_D
نیا 1.0	N II J A_A
رشیدہ 1.0	R A S_H II D_D A_A
زینا 1.0	Z II N A_A
داروں 1.0	D_D A_A R O_O_N
دوائی 1.0	D_D A V A_A II
سیکریٹیریٹ 1.0	S AE K R II T II R II T
قائمہ 1.0	Q A_A I M A_A
بنیادی 1.0	B A N J A_A D_D II
بخت 1.0	B A X T_D
بخش 1.0	B A X S_H
باوجود 1.0	B A_A V U D_Z U_U D_D
جانور 1.0	D_Z A_A N V A R
پرتوجہ 1.0	P A R T_D O D_Z A_A
آگے 1.0	A_A G A_Y
شاہراہ 1.0	S_H A_A H I R A_A
آوروں 1.0	A_A V A R O_O_N
حفاظت 1.0	H I F A_A Z A T_D
اٹھائی 1.0	U T_H A_A II
غلیظ 1.0	G_G A L II Z
امپیریل 1.0	I M P II R I J A L
برتری 1.0	B A R T_D A R II
نیک 1.0	N A_Y K
تہذیبی 1.0	T_D AE_H H Z II B II
شیرافگن 1.0	S_H II R A_A F G I N
رانی 1.0	R A_A N II
توحید 1.0	T_D O H II D_D
میرا 1.0	M II R A_A
راضیہ 1.0	R A_A Z I J A_A
وزیرِکھیل 1.0	V A Z II R A_Y K_H A_Y L
گناہ 1.0	G U N A_A
مسائل 1.0	M A S A_A I L
محمودہ 1.0	M A H M U_U D_D A_A
وارانہ 1.0	V A_A R A_A N A_A
سابق 1.0	S A_A B I Q
تحسین 1.0	T_D A H S II N
لاتعداد 1.0	L A_A T_D A_Y A D_D A_A D_D
چھانگا 1.0	TS_H A_A N_G G A_A
تحسینہ 1.0	T_D A H S II N A_A
مسجد 1.0	M A S D_Z A D_D
فرماں 1.0	F A R M A_A_N
انکشاف 1.0	I N K I S_H A_A F
میرن 1.0	M II R A N
جلد 1.0	D_Z A L D_D
نشہ 1.0	N A S_H S_H A_A
ترویج 1.0	T_D A R V II D_Z
سہرا 1.0	S A_Y_H H R A_A
کھول 1.0	K_H O_O L
فرمان 1.0	F A R M A_A N
شاہنواز 1.0	S_H A_A H N A V A_A Z
برنی 1.0	B A R N II
دیکھتے 1.0	D_D A_Y K_H T_D A_Y
برکت 1.0	B A R K A T_D
رحم 1.0	R A H M
ڈراموں 1.0	D A R A_A M O_O_N
کوٹھا 1.0	K O_O T_H A_A
گھنٹی 1.0	G_H A N T II
میری 1.0	M II R II
ثروت 1.0	S U R A V A T_D
گھنٹہ 1.0	G_H A N T A_A
ذہنوں 1.0	Z I H N O_O_N
لڑائیوں 1.0	L A R_R A_A II O_O_N
میرے 1.0	M AE R A_Y
رکھنا 1.0	R A K_H N A_A
ڈاکٹروں 1.0	D A_A K T A R O_O_N
حسنی 1.0	H A S N II
اداسی 1.0	U D_D A_A S II
امین 1.0	A M II N
حصول 1.0	H U S U_U L
لاگت 1.0	L A_A G A T_D
ستھرا 1.0	S U T_D_H R A_A
میلوں 1.0	M II L O_O_N
پرکشش 1.0	P U R K A S_H I S_H
تحقیقاتی 1.0	T_D A H Q II Q A_A T_D II
نظام 1.0	N I Z Z A_A M
فلائی 1.0	F A L A_A II
مخاطب 1.0	M U X A_A T_D I B
امیر 1.0	A M II R
اٹھتے 1.0	U T_H T_D A_Y
بہاولپور 1.0	B A H A_A V A L P U_U R
موٹر 1.0	M O_O T A R
التماس 1.0	I L T_D I M A_A S
محفل 1.0	M U H A F F I L
امید 1.0	A M II D_D
ٹیلنٹ 1.0	T AE L A N T
مقتول 1.0	M A Q T_D U_U L
چھوٹ 1.0	TS_H U_U T
حسنِ 1.0	H U S N A_Y
تھانہ 1.0	T_D_H A_A N A_A
سمجھا 1.0	S A M D_Z_H A_A
حلقہ 1.0	H A L Q A_A
فروخت 1.0	F A R O_O X T_D
عنبر 1.0	A M B A R
ناجیہ 1.0	N A_A D_Z I J A_A
لفظوں 1.0	L A F Z O_O_N
دارلخلافہ 1.0	D_D A_A R U L X I L A_A F A_A
کاریوں 1.0	K A_A R II O_O_N
معصومہ 1.0	M A S U_U M A_A
حصوں 1.0	H I S S O_O_N
رکھنی 1.0	R A K_H N II
مغربی 1.0	M A G_G R A B II
رکھنے 1.0	R A K_H N A_Y
جابر 1.0	D_Z A_A B I R
سیٹ 1.0	S II T
مچھلی 1.0	M I TS_H L II
کپڑے 1.0	K A P R_R A_Y
نانگا 1.0	N A_A N_G G A_A
فطری 1.0	F I T_D R II
وحید 1.0	V A H II D_D
صدارت 1.0	S A D_D A_A R A T_D
فتح 1.0	F A T_D H
نو 1.0	N O_O
ترجمان 1.0	T_D A R D_Z U M A_A N
آہ 1.0	A_A H
خوفناک 1.0	X O F N A_A K
ریاست 1.0	R II A_A S A T_D
سیف 1.0	S II F
حکمتِ 1.0	H U K M A T_D A_Y
ہرجانے 1.0	H A R D_Z A_A N A_Y
آگ 1.0	A_A G
سیر 1.0	S II R
لسبیلہ 1.0	L A S B II L A_A
سید 1.0	S II D_D
سیب 1.0	S A_Y B
فائبر 1.0	F A_A I B A R
جلیلہ 1.0	D_Z A L II L A_A
سٹاپ 1.0	S A T A_A P
نمایاں 1.0	N U M A_A J A_A_N
جاے 1.0	D_Z A_A A_Y
جادوگر 1.0	D_Z A_A D_D U_U G A R
چہل 1.0	TS AE_H H L
سیاحت 1.0	S I J A_A H A T_D
نے 1.0	N A_Y
بچّہ 1.0	B A TS TS A_A
جاؤ 1.0	D_Z A_A O_O
نہ 1.0	N A_A
ظلِ 1.0	Z I L A_Y
آپ 1.0	A_A P
نی 1.0	N II
اتفاق 1.0	I T_D T_D I F A_A Q
آم 1.0	A_A M
آف 1.0	A_A F
تکمین 1.0	T_D A K M II N
ہاکی 1.0	H A_A K II
ڈاکیا 1.0	D A_A K J A_A
سٹاک 1.0	S A T A_A K
باہمی 1.0	B A_A H M II
آؤ 1.0	A_A O_O
آج 1.0	A_A D_Z
آب 1.0	A_A B
آس 1.0	A_A S
سعدیہ 1.0	S A D_D A_Y J A_A
فطرت 1.0	F I T_D R A T_D
جان 1.0	D_Z A_A N
روشن 1.0	R O_O S_H A N
جال 1.0	D_Z A_A L
توجہ 1.0	T_D O D_Z A_A
کردا 1.0	K U R D_D A_A
آتش 1.0	A_A T_D I S_H
فیروزہ 1.0	F A_Y R O_O Z A_A
کپڑا 1.0	K A P R_R A_A
اشیاء 1.0	A_A S_H J A_A
ڈاکٹر 1.0	D A_A K T A R
بوریوالہ 1.0	B O R II V A_A L A_A
شرم 1.0	S_H A R A M
شیبا 1.0	S_H II B A_A
فاطینہ 1.0	F A_A T_D II N A_A
